prolificId,taskId,visType,taskType,topology,hypothesis_1,hypothesis_2,measure,value
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Lonni
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Thomas
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Anna
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Klaus
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,accuracy,1
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,correct,1
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,difficulty,1
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,confidence,1
5d631b7627a84f00150fb1db,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,minutesToComplete,1.35
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,nodeAnswer,Anna
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,accuracy,1
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,correct,1
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,difficulty,3
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,confidence,3
5d631b7627a84f00150fb1db,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,minutesToComplete,2.683333333333333
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Cagatay
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Matt
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,IDL
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Mandy
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Andrea
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Ben
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Teo
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Marc
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,valueAnswer,640
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,accuracy,0.5
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,correct,0
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,difficulty,7
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,confidence,7
5d631b7627a84f00150fb1db,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,minutesToComplete,13.133333333333333
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,nodeAnswer,MViews
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,valueAnswer,NA
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,accuracy,0
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,correct,0
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,difficulty,1
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,confidence,1
5d631b7627a84f00150fb1db,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,minutesToComplete,1.55
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Jeffrey
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,valueAnswer,NA
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,accuracy,0
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,correct,0
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,difficulty,6
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,confidence,6
5d631b7627a84f00150fb1db,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,minutesToComplete,3.3
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,nodeAnswer,Arvind
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,accuracy,0
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,correct,0
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,difficulty,5
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,confidence,6
5d631b7627a84f00150fb1db,S-task15,adjMatrix,TGA,subnetwork,Topology plus Simple Attribute Hypothesis,,minutesToComplete,2.95
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,nodeAnswer,
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,valueAnswer,"there is no ""likes"""
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,accuracy,1
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,correct,1
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,difficulty,1
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,confidence,7
5d631b7627a84f00150fb1db,S-task16,adjMatrix,NA,NA,Insight Generation Hypothesis,,minutesToComplete,2.55
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,nodeAnswer,T.J.
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,accuracy,1
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,correct,1
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,difficulty,1
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,confidence,6
5d61b5731a749d00011fcef2,S-task01,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,minutesToComplete,0.4
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,nodeAnswer,Jason
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,accuracy,0.8
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,correct,0
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,difficulty,6
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,confidence,5
5d61b5731a749d00011fcef2,S-task02,adjMatrix,TGA,single node,Distractor Effect Hypothesis, Attribute Sorting Hypothesis,minutesToComplete,1.1166666666666667
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,nodeAnswer,Jeffrey
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,accuracy,1
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,correct,1
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,difficulty,6
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,confidence,5
5d61b5731a749d00011fcef2,S-task03,adjMatrix,TGA,single node,Scalable Attributes Hypothesis,,minutesToComplete,0.8333333333333334
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,nodeAnswer,AA
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,nodeAnswer,Noeska
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,nodeAnswer,Till
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,accuracy,0.75
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,correct,0
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,difficulty,6
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,confidence,6
5d61b5731a749d00011fcef2,S-task04,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,minutesToComplete,0.7833333333333333
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,nodeAnswer,EVis19
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,nodeAnswer,EVision
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,accuracy,0
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,correct,0
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,difficulty,4
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,confidence,6
5d61b5731a749d00011fcef2,S-task05,adjMatrix,TGA,neighbors,Distractor Effects Hypothesis,,minutesToComplete,0.9666666666666667
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,nodeAnswer,Robert
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,accuracy,1
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,correct,1
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,difficulty,6
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,confidence,2
5d61b5731a749d00011fcef2,S-task06,adjMatrix,TGA,neighbors,Edge Attribute Hypothesis,,minutesToComplete,1.0666666666666667
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,nodeAnswer,Marc
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,valueAnswer,European
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,accuracy,0.5
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,correct,0
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,difficulty,6
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,confidence,4
5d61b5731a749d00011fcef2,S-task07,adjMatrix,AGT,neighbors,Topology plus Simple Attributes Hypothesis,,minutesToComplete,2.45
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,nodeAnswer,Teo
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,accuracy,0
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,correct,0
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,difficulty,6
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,confidence,5
5d61b5731a749d00011fcef2,S-task08,adjMatrix,TGA,neighbors,Topology plus Simple Attributes Hypothesis, Common Neighbor Hypothesis,minutesToComplete,1.3833333333333333
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,nodeAnswer,
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,valueAnswer,4
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,valueAnswer,Mentions
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,accuracy,1
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,correct,1
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,difficulty,4
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,confidence,4
5d61b5731a749d00011fcef2,S-task09,adjMatrix,AGT,neighbors,Edge Attribute Hypothesis,,minutesToComplete,0.9333333333333333
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Anna
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,nodeAnswer,Klaus
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,accuracy,0.5
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,correct,0
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,difficulty,5
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,confidence,5
5d61b5731a749d00011fcef2,S-task10,adjMatrix,TGA,neighbors,Within Node Comparison Hypothesis, Small/Large Network Hypothesis,minutesToComplete,1.6166666666666667
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,nodeAnswer,Anna
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,accuracy,1
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,correct,1
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,difficulty,5
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,confidence,5
5d61b5731a749d00011fcef2,S-task11,adjMatrix,TGA,subnetwork,Within Node Comparison Hypothesis,Small/Large Network Hypothesis,minutesToComplete,1.4
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Jason
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Noeska
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Alex
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,nodeAnswer,Robert
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,valueAnswer,3962
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,accuracy,0.6666666666666666
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,correct,0
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,difficulty,7
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,confidence,1
5d61b5731a749d00011fcef2,S-task12,adjMatrix,AGT,clusters,Cluster Hypothesis,,minutesToComplete,1.65
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,nodeAnswer,D3js
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,valueAnswer,NA
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,accuracy,0
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,correct,0
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,difficulty,7
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,confidence,2
5d61b5731a749d00011fcef2,S-task13,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,minutesToComplete,2.15
5d61b5731a749d00011fcef2,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,nodeAnswer,EVis19
5d61b5731a749d00011fcef2,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,valueAnswer,EU
5d61b5731a749d00011fcef2,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,accuracy,1
5d61b5731a749d00011fcef2,S-task14,adjMatrix,TGA,paths,Path Hypothesis, Small/Large Network Hypothesis,correct,1
