prolificId,measure,value
5d2cd2114e3b6600014f7b91,visExperience,3
5d2cd2114e3b6600014f7b91,minutesToComplete,35
5d2cd2114e3b6600014f7b91,averageAccuracy,0.53125
5d2cd6efce04670001b0ea04,browser,Chrome
5d2cd6efce04670001b0ea04,age,19
5d2cd6efce04670001b0ea04,age,High School
5d2cd6efce04670001b0ea04,sex,Male
5d2cd6efce04670001b0ea04,visExperience,3
5d2cd6efce04670001b0ea04,minutesToComplete,32
5d2cd6efce04670001b0ea04,averageAccuracy,0.9322916666666666
5d2e1c52c3651500159f0a69,browser,Chrome
5d2e1c52c3651500159f0a69,age,35
5d2e1c52c3651500159f0a69,age,High School
5d2e1c52c3651500159f0a69,sex,Male
5d2e1c52c3651500159f0a69,visExperience,1
5d2e1c52c3651500159f0a69,minutesToComplete,42
5d2e1c52c3651500159f0a69,averageAccuracy,0.828125
5d3054cb85abbf001879ea15,browser,Chrome
5d3054cb85abbf001879ea15,age,18
5d3054cb85abbf001879ea15,age,High School
5d3054cb85abbf001879ea15,sex,Male
5d3054cb85abbf001879ea15,visExperience,3
5d3054cb85abbf001879ea15,minutesToComplete,48
5d3054cb85abbf001879ea15,averageAccuracy,0.7604166666666666
5d30a875ad3457001743fbc9,browser,Chrome
5d30a875ad3457001743fbc9,age,47
5d30a875ad3457001743fbc9,age,Masters
5d30a875ad3457001743fbc9,sex,Male
5d30a875ad3457001743fbc9,visExperience,4
5d30a875ad3457001743fbc9,minutesToComplete,32
5d30a875ad3457001743fbc9,averageAccuracy,0.9375
5d30f91328ec3400180201bd,browser,Chrome
5d30f91328ec3400180201bd,age,18
5d30f91328ec3400180201bd,age,High School
5d30f91328ec3400180201bd,sex,Female
5d30f91328ec3400180201bd,visExperience,1
5d30f91328ec3400180201bd,minutesToComplete,29
5d30f91328ec3400180201bd,averageAccuracy,0.7114583333333333
5d3312e52fd5a40018e5894c,browser,Chrome
5d3312e52fd5a40018e5894c,age,26
5d3312e52fd5a40018e5894c,age,Masters
5d3312e52fd5a40018e5894c,sex,Male
5d3312e52fd5a40018e5894c,visExperience,1
5d3312e52fd5a40018e5894c,minutesToComplete,67
5d3312e52fd5a40018e5894c,averageAccuracy,0.625
5d338bb02381b7001761694e,browser,Chrome
5d338bb02381b7001761694e,age,48
5d338bb02381b7001761694e,age,Masters
5d338bb02381b7001761694e,sex,Male
5d338bb02381b7001761694e,visExperience,3
5d338bb02381b7001761694e,minutesToComplete,38
5d338bb02381b7001761694e,averageAccuracy,0.6614583333333333
5d34f1a7f7b9c100155ae5b5,browser,Chrome
5d34f1a7f7b9c100155ae5b5,age,42
5d34f1a7f7b9c100155ae5b5,age,Masters
5d34f1a7f7b9c100155ae5b5,sex,Male
5d34f1a7f7b9c100155ae5b5,visExperience,3
5d34f1a7f7b9c100155ae5b5,minutesToComplete,56
5d34f1a7f7b9c100155ae5b5,averageAccuracy,0.89375
5d3620886ce1b1000148a51d,browser,Firefox
5d3620886ce1b1000148a51d,age,28
5d3620886ce1b1000148a51d,age,High School
5d3620886ce1b1000148a51d,sex,Female
5d3620886ce1b1000148a51d,visExperience,2
5d3620886ce1b1000148a51d,minutesToComplete,27
5d3620886ce1b1000148a51d,averageAccuracy,0.75
5d364d763b2ced001947f6e7,browser,Firefox
5d364d763b2ced001947f6e7,age,21
5d364d763b2ced001947f6e7,age,High School
5d364d763b2ced001947f6e7,sex,Female
5d364d763b2ced001947f6e7,visExperience,2
5d364d763b2ced001947f6e7,minutesToComplete,63
5d364d763b2ced001947f6e7,averageAccuracy,0.84375
5d372df59749cc00015c2438,browser,Chrome
5d372df59749cc00015c2438,age,18
5d372df59749cc00015c2438,age,High School
5d372df59749cc00015c2438,sex,Male
5d372df59749cc00015c2438,visExperience,4
5d372df59749cc00015c2438,minutesToComplete,53
5d372df59749cc00015c2438,averageAccuracy,0.984375
5d375cdbca3e5500183e36e4,browser,Chrome
5d375cdbca3e5500183e36e4,age,24
5d375cdbca3e5500183e36e4,age,High School
5d375cdbca3e5500183e36e4,sex,Male
5d375cdbca3e5500183e36e4,visExperience,6
5d375cdbca3e5500183e36e4,minutesToComplete,36
5d375cdbca3e5500183e36e4,averageAccuracy,0.9375
5d379570d55420001c34720a,browser,Firefox
5d379570d55420001c34720a,age,21
5d379570d55420001c34720a,age,High School
5d379570d55420001c34720a,sex,Male
5d379570d55420001c34720a,visExperience,2
5d379570d55420001c34720a,minutesToComplete,31
5d379570d55420001c34720a,averageAccuracy,0.51875
5d37d2861566530016a061de,browser,Chrome
5d37d2861566530016a061de,age,42
5d37d2861566530016a061de,age,High School
5d37d2861566530016a061de,sex,Male
5d37d2861566530016a061de,visExperience,6
5d37d2861566530016a061de,minutesToComplete,25
5d37d2861566530016a061de,averageAccuracy,0.315625
5d3954872d32e2001a8690e2,browser,Chrome
5d3954872d32e2001a8690e2,age,19
5d3954872d32e2001a8690e2,age,High School
5d3954872d32e2001a8690e2,sex,Female
5d3954872d32e2001a8690e2,visExperience,2
5d3954872d32e2001a8690e2,minutesToComplete,39
5d3954872d32e2001a8690e2,averageAccuracy,0.625
5d3f10e626d3fe0018148dcf,browser,Firefox
5d3f10e626d3fe0018148dcf,age,21
5d3f10e626d3fe0018148dcf,age,High School
5d3f10e626d3fe0018148dcf,sex,Male
5d3f10e626d3fe0018148dcf,visExperience,5
5d3f10e626d3fe0018148dcf,minutesToComplete,70
5d3f10e626d3fe0018148dcf,averageAccuracy,0.84375
5d3f70a35a9deb001a5cc335,browser,Chrome
5d3f70a35a9deb001a5cc335,age,33
5d3f70a35a9deb001a5cc335,age,Bachelors
5d3f70a35a9deb001a5cc335,sex,Male
5d3f70a35a9deb001a5cc335,visExperience,1
5d3f70a35a9deb001a5cc335,minutesToComplete,62
5d3f70a35a9deb001a5cc335,averageAccuracy,0.65625
5d4038b04db54a0018feca44,browser,Chrome
5d4038b04db54a0018feca44,age,32
5d4038b04db54a0018feca44,age,Masters
5d4038b04db54a0018feca44,sex,Male
5d4038b04db54a0018feca44,visExperience,3
5d4038b04db54a0018feca44,minutesToComplete,49
5d4038b04db54a0018feca44,averageAccuracy,0.890625
5d40da980af3a7001a3ee980,browser,Chrome
5d40da980af3a7001a3ee980,age,30
5d40da980af3a7001a3ee980,age,Bachelors
5d40da980af3a7001a3ee980,sex,Male
5d40da980af3a7001a3ee980,visExperience,1
5d40da980af3a7001a3ee980,minutesToComplete,37
5d40da980af3a7001a3ee980,averageAccuracy,0.784375
5d41b58ff4e71200166ba903,browser,Chrome
5d41b58ff4e71200166ba903,age,21
5d41b58ff4e71200166ba903,age,Bachelors
5d41b58ff4e71200166ba903,sex,Male
5d41b58ff4e71200166ba903,visExperience,2
5d41b58ff4e71200166ba903,minutesToComplete,29
5d41b58ff4e71200166ba903,averageAccuracy,0.8125
5d4200720eddc0000173e988,browser,Chrome
5d4200720eddc0000173e988,age,22
5d4200720eddc0000173e988,age,High School
5d4200720eddc0000173e988,sex,Male
5d4200720eddc0000173e988,visExperience,2
5d4200720eddc0000173e988,minutesToComplete,71
5d4200720eddc0000173e988,averageAccuracy,0.796875
5d4218704b3f570001135f9a,browser,Chrome
5d4218704b3f570001135f9a,age,27
5d4218704b3f570001135f9a,age,Masters
5d4218704b3f570001135f9a,sex,Female
5d4218704b3f570001135f9a,visExperience,4
5d4218704b3f570001135f9a,minutesToComplete,37
5d4218704b3f570001135f9a,averageAccuracy,0.96875
5d42c9ab4733ca0001ff2a24,browser,Chrome
5d42c9ab4733ca0001ff2a24,age,22
5d42c9ab4733ca0001ff2a24,age,High School
5d42c9ab4733ca0001ff2a24,sex,Male
5d42c9ab4733ca0001ff2a24,visExperience,6
5d42c9ab4733ca0001ff2a24,minutesToComplete,31
5d42c9ab4733ca0001ff2a24,averageAccuracy,0.875
5d432a9dfc19f8001a2964e7,browser,Chrome
5d432a9dfc19f8001a2964e7,age,22
5d432a9dfc19f8001a2964e7,age,High School
5d432a9dfc19f8001a2964e7,sex,other
5d432a9dfc19f8001a2964e7,visExperience,5
5d432a9dfc19f8001a2964e7,minutesToComplete,23
5d432a9dfc19f8001a2964e7,averageAccuracy,0.71875
5d444ca5bd37550017e01cf0,browser,Chrome
5d444ca5bd37550017e01cf0,age,25
5d444ca5bd37550017e01cf0,age,High School
5d444ca5bd37550017e01cf0,sex,Male
5d444ca5bd37550017e01cf0,visExperience,4
5d444ca5bd37550017e01cf0,minutesToComplete,52
5d444ca5bd37550017e01cf0,averageAccuracy,0.8489583333333334
5d44d856c225f700019da018,browser,Chrome
5d44d856c225f700019da018,age,29
5d44d856c225f700019da018,age,Other
5d44d856c225f700019da018,sex,Male
5d44d856c225f700019da018,visExperience,3
5d44d856c225f700019da018,minutesToComplete,33
5d44d856c225f700019da018,averageAccuracy,0.875
5d45cc77da9cb60001aa4711,browser,Chrome
5d45cc77da9cb60001aa4711,age,18
5d45cc77da9cb60001aa4711,age,High School
5d45cc77da9cb60001aa4711,sex,Male
5d45cc77da9cb60001aa4711,visExperience,2
5d45cc77da9cb60001aa4711,minutesToComplete,26
5d45cc77da9cb60001aa4711,averageAccuracy,0.78125
5d4602322f66d0001a1208c7,browser,Chrome
5d4602322f66d0001a1208c7,age,31
5d4602322f66d0001a1208c7,age,Masters
5d4602322f66d0001a1208c7,sex,Male
5d4602322f66d0001a1208c7,visExperience,5
5d4602322f66d0001a1208c7,minutesToComplete,48
5d4602322f66d0001a1208c7,averageAccuracy,0.90625
5d4613a2da9cb60001aa4948,browser,Firefox
5d4613a2da9cb60001aa4948,age,34
5d4613a2da9cb60001aa4948,age,Other
5d4613a2da9cb60001aa4948,sex,Female
5d4613a2da9cb60001aa4948,visExperience,3
5d4613a2da9cb60001aa4948,minutesToComplete,37
5d4613a2da9cb60001aa4948,averageAccuracy,0.90625
5d4737fb2b5dce0001f3ccf3,browser,Chrome
5d4737fb2b5dce0001f3ccf3,age,32
5d4737fb2b5dce0001f3ccf3,age,Other
5d4737fb2b5dce0001f3ccf3,sex,Female
5d4737fb2b5dce0001f3ccf3,visExperience,4
5d4737fb2b5dce0001f3ccf3,minutesToComplete,18
5d4737fb2b5dce0001f3ccf3,averageAccuracy,0.8
5d48e3a6e73664001a009852,browser,Chrome
5d48e3a6e73664001a009852,age,26
5d48e3a6e73664001a009852,age,High School
5d48e3a6e73664001a009852,sex,Male
5d48e3a6e73664001a009852,visExperience,4
5d48e3a6e73664001a009852,minutesToComplete,51
5d48e3a6e73664001a009852,averageAccuracy,0.9947916666666666
5d49e0634aff6e0018fb7004,browser,Chrome
5d49e0634aff6e0018fb7004,age,27
5d49e0634aff6e0018fb7004,age,Masters
5d49e0634aff6e0018fb7004,sex,Male
5d49e0634aff6e0018fb7004,visExperience,3
5d49e0634aff6e0018fb7004,minutesToComplete,39
5d49e0634aff6e0018fb7004,averageAccuracy,0.8541666666666666
5d49e8d85e7f490018a17ea8,browser,Firefox
5d49e8d85e7f490018a17ea8,age,40
5d49e8d85e7f490018a17ea8,age,Other
5d49e8d85e7f490018a17ea8,sex,Male
5d49e8d85e7f490018a17ea8,visExperience,4
5d49e8d85e7f490018a17ea8,minutesToComplete,31
5d49e8d85e7f490018a17ea8,averageAccuracy,0.625
5d4a3ec36952cd0001361bbd,browser,Chrome
5d4a3ec36952cd0001361bbd,age,22
5d4a3ec36952cd0001361bbd,age,Bachelors
5d4a3ec36952cd0001361bbd,sex,Male
5d4a3ec36952cd0001361bbd,visExperience,5
5d4a3ec36952cd0001361bbd,minutesToComplete,29
5d4a3ec36952cd0001361bbd,averageAccuracy,0.8645833333333334
5d4a6459061e2a000138bad3,browser,Chrome
5d4a6459061e2a000138bad3,age,42
5d4a6459061e2a000138bad3,age,Bachelors
5d4a6459061e2a000138bad3,sex,Male
5d4a6459061e2a000138bad3,visExperience,6
5d4a6459061e2a000138bad3,minutesToComplete,49
5d4a6459061e2a000138bad3,averageAccuracy,0.70625
5d4d97e3e77b5400196b1920,browser,Chrome
5d4d97e3e77b5400196b1920,age,30
5d4d97e3e77b5400196b1920,age,Bachelors
5d4d97e3e77b5400196b1920,sex,Male
5d4d97e3e77b5400196b1920,visExperience,5
5d4d97e3e77b5400196b1920,minutesToComplete,26
5d4d97e3e77b5400196b1920,averageAccuracy,0.925
5d4dc127a370c600156b255b,browser,Firefox
5d4dc127a370c600156b255b,age,21
5d4dc127a370c600156b255b,age,Bachelors
5d4dc127a370c600156b255b,sex,Male
5d4dc127a370c600156b255b,visExperience,4
5d4dc127a370c600156b255b,minutesToComplete,33
5d4dc127a370c600156b255b,averageAccuracy,0.78125
5d4de42d6b5daa0001cd774c,browser,Chrome
5d4de42d6b5daa0001cd774c,age,45
5d4de42d6b5daa0001cd774c,age,PhD
5d4de42d6b5daa0001cd774c,sex,Male
5d4de42d6b5daa0001cd774c,visExperience,7
5d4de42d6b5daa0001cd774c,minutesToComplete,46
5d4de42d6b5daa0001cd774c,averageAccuracy,0.9947916666666666
5d4de607e349a4001629b1f0,browser,Chrome
5d4de607e349a4001629b1f0,age,28
5d4de607e349a4001629b1f0,age,Other
5d4de607e349a4001629b1f0,sex,Female
5d4de607e349a4001629b1f0,visExperience,6
5d4de607e349a4001629b1f0,minutesToComplete,54
5d4de607e349a4001629b1f0,averageAccuracy,0.8125
5d4df974e05111001a23e194,browser,Chrome
5d4df974e05111001a23e194,age,19
5d4df974e05111001a23e194,age,High School
5d4df974e05111001a23e194,sex,Male
5d4df974e05111001a23e194,visExperience,6
5d4df974e05111001a23e194,minutesToComplete,32
5d4df974e05111001a23e194,averageAccuracy,0.90625
5d50ef16ae079c0019f557d4,browser,Firefox
5d50ef16ae079c0019f557d4,age,37
5d50ef16ae079c0019f557d4,age,Bachelors
5d50ef16ae079c0019f557d4,sex,Female
5d50ef16ae079c0019f557d4,visExperience,2
5d50ef16ae079c0019f557d4,minutesToComplete,80
5d50ef16ae079c0019f557d4,averageAccuracy,0.59375
5d51b693309597001750f6c8,browser,Firefox
5d51b693309597001750f6c8,age,38
5d51b693309597001750f6c8,age,Bachelors
5d51b693309597001750f6c8,sex,Female
5d51b693309597001750f6c8,visExperience,6
5d51b693309597001750f6c8,minutesToComplete,44
5d51b693309597001750f6c8,averageAccuracy,0.8625
5d51bea1502703001757a974,browser,Chrome
5d51bea1502703001757a974,age,20
5d51bea1502703001757a974,age,Bachelors
5d51bea1502703001757a974,sex,Male
5d51bea1502703001757a974,visExperience,7
5d51bea1502703001757a974,minutesToComplete,31
5d51bea1502703001757a974,averageAccuracy,0.76875
5d51c60668104d0018f6184c,browser,Firefox
5d51c60668104d0018f6184c,age,39
5d51c60668104d0018f6184c,age,Bachelors
5d51c60668104d0018f6184c,sex,Female
5d51c60668104d0018f6184c,visExperience,2
5d51c60668104d0018f6184c,minutesToComplete,32
5d51c60668104d0018f6184c,averageAccuracy,0.96875
5d52fb264013df00150463ef,browser,Chrome
5d52fb264013df00150463ef,age,24
5d52fb264013df00150463ef,age,Bachelors
5d52fb264013df00150463ef,sex,Male
5d52fb264013df00150463ef,visExperience,5
5d52fb264013df00150463ef,minutesToComplete,49
5d52fb264013df00150463ef,averageAccuracy,0.46875
5d5336a8d103e90017c68fdc,browser,Chrome
5d5336a8d103e90017c68fdc,age,37
5d5336a8d103e90017c68fdc,age,Masters
5d5336a8d103e90017c68fdc,sex,Female
5d5336a8d103e90017c68fdc,visExperience,5
5d5336a8d103e90017c68fdc,minutesToComplete,47
5d5336a8d103e90017c68fdc,averageAccuracy,0.9375
5d542b4c3e92110001eda194,browser,Firefox
5d542b4c3e92110001eda194,age,26
5d542b4c3e92110001eda194,age,Bachelors
5d542b4c3e92110001eda194,sex,other
5d542b4c3e92110001eda194,visExperience,5
5d542b4c3e92110001eda194,minutesToComplete,32
5d542b4c3e92110001eda194,averageAccuracy,0.90625
5d54aaa468ec7c001a682d80,browser,Chrome
5d54aaa468ec7c001a682d80,age,18
5d54aaa468ec7c001a682d80,age,High School
5d54aaa468ec7c001a682d80,sex,Male
5d54aaa468ec7c001a682d80,visExperience,2
5d54aaa468ec7c001a682d80,minutesToComplete,30
5d54aaa468ec7c001a682d80,averageAccuracy,0.909375
5d54d0b14a1521001850610a,browser,Firefox
5d54d0b14a1521001850610a,age,42
5d54d0b14a1521001850610a,age,Masters
5d54d0b14a1521001850610a,sex,Male
5d54d0b14a1521001850610a,visExperience,2
5d54d0b14a1521001850610a,minutesToComplete,70
5d54d0b14a1521001850610a,averageAccuracy,0.484375
5d55b7ef6a0f930017202336,browser,Chrome
5d55b7ef6a0f930017202336,age,31
5d55b7ef6a0f930017202336,age,Bachelors
5d55b7ef6a0f930017202336,sex,Female
5d55b7ef6a0f930017202336,visExperience,2
5d55b7ef6a0f930017202336,minutesToComplete,34
5d55b7ef6a0f930017202336,averageAccuracy,0.6875
5d55c3010e1d240019ebb545,browser,Chrome
5d55c3010e1d240019ebb545,age,36
5d55c3010e1d240019ebb545,age,Masters
5d55c3010e1d240019ebb545,sex,Male
5d55c3010e1d240019ebb545,visExperience,7
5d55c3010e1d240019ebb545,minutesToComplete,34
5d55c3010e1d240019ebb545,averageAccuracy,0.84375
5d58559698cf220001ec55f8,browser,Chrome
5d58559698cf220001ec55f8,age,21
5d58559698cf220001ec55f8,age,High School
5d58559698cf220001ec55f8,sex,Male
5d58559698cf220001ec55f8,visExperience,3
5d58559698cf220001ec55f8,minutesToComplete,30
5d58559698cf220001ec55f8,averageAccuracy,0.8645833333333334
5d58976b10ce3800155c7037,browser,Chrome
5d58976b10ce3800155c7037,age,18
5d58976b10ce3800155c7037,age,High School
5d58976b10ce3800155c7037,sex,Male
5d58976b10ce3800155c7037,visExperience,1
5d58976b10ce3800155c7037,minutesToComplete,31
5d58976b10ce3800155c7037,averageAccuracy,0.6875
5d594f70cf514a00167872d0,browser,Chrome
5d594f70cf514a00167872d0,age,22
5d594f70cf514a00167872d0,age,High School
5d594f70cf514a00167872d0,sex,Male
5d594f70cf514a00167872d0,visExperience,5
5d594f70cf514a00167872d0,minutesToComplete,30
5d594f70cf514a00167872d0,averageAccuracy,0.9166666666666666
5d59d01b687f9400017e19a4,browser,Chrome
5d59d01b687f9400017e19a4,age,39
5d59d01b687f9400017e19a4,age,Bachelors
5d59d01b687f9400017e19a4,sex,Female
5d59d01b687f9400017e19a4,visExperience,5
5d59d01b687f9400017e19a4,minutesToComplete,26
5d59d01b687f9400017e19a4,averageAccuracy,0.83125
5d5ae6e4d5610d0001d9c24d,browser,Chrome
5d5ae6e4d5610d0001d9c24d,age,0
5d5ae6e4d5610d0001d9c24d,age,High School
5d5ae6e4d5610d0001d9c24d,sex,Female
5d5ae6e4d5610d0001d9c24d,visExperience,1
5d5ae6e4d5610d0001d9c24d,minutesToComplete,37
5d5ae6e4d5610d0001d9c24d,averageAccuracy,0.84375
5d5c49acdd90af0001f13f7d,browser,Chrome
5d5c49acdd90af0001f13f7d,age,37
5d5c49acdd90af0001f13f7d,age,Bachelors
5d5c49acdd90af0001f13f7d,sex,Male
5d5c49acdd90af0001f13f7d,visExperience,3
5d5c49acdd90af0001f13f7d,minutesToComplete,90
5d5c49acdd90af0001f13f7d,averageAccuracy,0.71875
5d5c89db993ad300014b3954,browser,Chrome
5d5c89db993ad300014b3954,age,22
5d5c89db993ad300014b3954,age,Bachelors
5d5c89db993ad300014b3954,sex,Male
5d5c89db993ad300014b3954,visExperience,3
5d5c89db993ad300014b3954,minutesToComplete,29
5d5c89db993ad300014b3954,averageAccuracy,0.9114583333333334
5d5f4dd69a68fc0019949f43,browser,Chrome
5d5f4dd69a68fc0019949f43,age,23
5d5f4dd69a68fc0019949f43,age,Unspecified
5d5f4dd69a68fc0019949f43,sex,Female
5d5f4dd69a68fc0019949f43,visExperience,6
5d5f4dd69a68fc0019949f43,minutesToComplete,32
5d5f4dd69a68fc0019949f43,averageAccuracy,0.940625
5d5fc2010740150018a0291e,browser,Chrome
5d5fc2010740150018a0291e,age,21
5d5fc2010740150018a0291e,age,High School
5d5fc2010740150018a0291e,sex,Male
5d5fc2010740150018a0291e,visExperience,5
5d5fc2010740150018a0291e,minutesToComplete,38
5d5fc2010740150018a0291e,averageAccuracy,0.815625
5d6074817bb40600189ce747,browser,Chrome
5d6074817bb40600189ce747,age,29
5d6074817bb40600189ce747,age,Other
5d6074817bb40600189ce747,sex,Male
5d6074817bb40600189ce747,visExperience,3
5d6074817bb40600189ce747,minutesToComplete,23
5d6074817bb40600189ce747,averageAccuracy,0.59375
5d616bd447787f000175cd9e,browser,Firefox
5d616bd447787f000175cd9e,age,35
5d616bd447787f000175cd9e,age,Bachelors
5d616bd447787f000175cd9e,sex,Male
5d616bd447787f000175cd9e,visExperience,2
5d616bd447787f000175cd9e,minutesToComplete,93
5d616bd447787f000175cd9e,averageAccuracy,0.96875
5d61b5731a749d00011fcef2,browser,Chrome
5d61b5731a749d00011fcef2,age,40
5d61b5731a749d00011fcef2,age,Bachelors
5d61b5731a749d00011fcef2,sex,Male
5d61b5731a749d00011fcef2,visExperience,3
5d61b5731a749d00011fcef2,minutesToComplete,38
5d61b5731a749d00011fcef2,averageAccuracy,0.7114583333333334
5d61cb60d9ea5c0019875954,browser,Chrome
5d61cb60d9ea5c0019875954,age,24
5d61cb60d9ea5c0019875954,age,High School
5d61cb60d9ea5c0019875954,sex,Female
5d61cb60d9ea5c0019875954,visExperience,2
5d61cb60d9ea5c0019875954,minutesToComplete,28
5d61cb60d9ea5c0019875954,averageAccuracy,0.8125
5d62f796d9ea5c000187584a,browser,Chrome
5d62f796d9ea5c000187584a,age,22
5d62f796d9ea5c000187584a,age,Other
5d62f796d9ea5c000187584a,sex,Male
5d62f796d9ea5c000187584a,visExperience,6
5d62f796d9ea5c000187584a,minutesToComplete,42
5d62f796d9ea5c000187584a,averageAccuracy,0.95625
5d631b7627a84f00150fb1db,browser,Chrome
5d631b7627a84f00150fb1db,age,18
5d631b7627a84f00150fb1db,age,High School
5d631b7627a84f00150fb1db,sex,Male
5d631b7627a84f00150fb1db,visExperience,3
5d631b7627a84f00150fb1db,minutesToComplete,65
5d631b7627a84f00150fb1db,averageAccuracy,0.75
5d6338b1a4fb0700019e363d,browser,Chrome
5d6338b1a4fb0700019e363d,age,22
5d6338b1a4fb0700019e363d,age,High School
5d6338b1a4fb0700019e363d,sex,Male
5d6338b1a4fb0700019e363d,visExperience,2
5d6338b1a4fb0700019e363d,minutesToComplete,35
5d6338b1a4fb0700019e363d,averageAccuracy,0.8625
5d63f9cd26a2ac001758c70d,browser,Firefox
5d63f9cd26a2ac001758c70d,age,31
5d63f9cd26a2ac001758c70d,age,High School
5d63f9cd26a2ac001758c70d,sex,Male
5d63f9cd26a2ac001758c70d,visExperience,5
5d63f9cd26a2ac001758c70d,minutesToComplete,23
5d63f9cd26a2ac001758c70d,averageAccuracy,0.6
5d645bf6912c630018e269e3,browser,Chrome
5d645bf6912c630018e269e3,age,27
5d645bf6912c630018e269e3,age,Other
5d645bf6912c630018e269e3,sex,Male
5d645bf6912c630018e269e3,visExperience,7
5d645bf6912c630018e269e3,minutesToComplete,133
5d645bf6912c630018e269e3,averageAccuracy,0.84375
5d64759fedf23500018f9334,browser,Chrome
5d64759fedf23500018f9334,age,49
5d64759fedf23500018f9334,age,Masters
5d64759fedf23500018f9334,sex,Female
5d64759fedf23500018f9334,visExperience,1
5d64759fedf23500018f9334,minutesToComplete,31
5d64759fedf23500018f9334,averageAccuracy,0.875
