prolificId,measure,value
5bafd12a70f8df0001be84a7,averageAccuracy,0.675
5bb279805a4ee80001c39a8c,browser,Chrome
5bb279805a4ee80001c39a8c,age,20
5bb279805a4ee80001c39a8c,age,High School
5bb279805a4ee80001c39a8c,sex,Male
5bb279805a4ee80001c39a8c,visExperience,1
5bb279805a4ee80001c39a8c,minutesToComplete,42
5bb279805a4ee80001c39a8c,averageAccuracy,0.5625
5bb4212e78330e000177ef69,browser,Chrome
5bb4212e78330e000177ef69,age,39
5bb4212e78330e000177ef69,age,Bachelors
5bb4212e78330e000177ef69,sex,Male
5bb4212e78330e000177ef69,visExperience,1
5bb4212e78330e000177ef69,minutesToComplete,60
5bb4212e78330e000177ef69,averageAccuracy,0.75
5bc26a0ea9070700012212e8,browser,Chrome
5bc26a0ea9070700012212e8,age,30
5bc26a0ea9070700012212e8,age,PhD
5bc26a0ea9070700012212e8,sex,Female
5bc26a0ea9070700012212e8,visExperience,3
5bc26a0ea9070700012212e8,minutesToComplete,32
5bc26a0ea9070700012212e8,averageAccuracy,0.71875
5bc546d2614ed50001e678ea,browser,Firefox
5bc546d2614ed50001e678ea,age,19
5bc546d2614ed50001e678ea,age,High School
5bc546d2614ed50001e678ea,sex,Male
5bc546d2614ed50001e678ea,visExperience,3
5bc546d2614ed50001e678ea,minutesToComplete,28
5bc546d2614ed50001e678ea,averageAccuracy,0.953125
5bd1b30a65466500010241de,browser,Chrome
5bd1b30a65466500010241de,age,25
5bd1b30a65466500010241de,age,High School
5bd1b30a65466500010241de,sex,Female
5bd1b30a65466500010241de,visExperience,4
5bd1b30a65466500010241de,minutesToComplete,27
5bd1b30a65466500010241de,averageAccuracy,0.7375
5bd869bf92162c00019c1a54,browser,Chrome
5bd869bf92162c00019c1a54,age,20
5bd869bf92162c00019c1a54,age,High School
5bd869bf92162c00019c1a54,sex,Male
5bd869bf92162c00019c1a54,visExperience,4
5bd869bf92162c00019c1a54,minutesToComplete,27
5bd869bf92162c00019c1a54,averageAccuracy,0.8020833333333334
5be094f99da2d300010c8f62,browser,Chrome
5be094f99da2d300010c8f62,age,39
5be094f99da2d300010c8f62,age,Bachelors
5be094f99da2d300010c8f62,sex,Male
5be094f99da2d300010c8f62,visExperience,3
5be094f99da2d300010c8f62,minutesToComplete,76
5be094f99da2d300010c8f62,averageAccuracy,0.84375
5be26958056ebf0001be62eb,browser,Chrome
5be26958056ebf0001be62eb,age,20
5be26958056ebf0001be62eb,age,High School
5be26958056ebf0001be62eb,sex,Male
5be26958056ebf0001be62eb,visExperience,4
5be26958056ebf0001be62eb,minutesToComplete,28
5be26958056ebf0001be62eb,averageAccuracy,0.63125
5be87e33a14b540001aa2ea5,browser,Chrome
5be87e33a14b540001aa2ea5,age,28
5be87e33a14b540001aa2ea5,age,Other
5be87e33a14b540001aa2ea5,sex,Female
5be87e33a14b540001aa2ea5,visExperience,3
5be87e33a14b540001aa2ea5,minutesToComplete,33
5be87e33a14b540001aa2ea5,averageAccuracy,0.8541666666666666
5bec51ea73b744000158e6e3,browser,Chrome
5bec51ea73b744000158e6e3,age,51
5bec51ea73b744000158e6e3,age,High School
5bec51ea73b744000158e6e3,sex,Male
5bec51ea73b744000158e6e3,visExperience,4
5bec51ea73b744000158e6e3,minutesToComplete,46
5bec51ea73b744000158e6e3,averageAccuracy,0.6927083333333334
5bf0c387f4d94900011c8d7e,browser,Chrome
5bf0c387f4d94900011c8d7e,age,52
5bf0c387f4d94900011c8d7e,age,PhD
5bf0c387f4d94900011c8d7e,sex,Male
5bf0c387f4d94900011c8d7e,visExperience,3
5bf0c387f4d94900011c8d7e,minutesToComplete,57
5bf0c387f4d94900011c8d7e,averageAccuracy,0.7916666666666666
5bf3761862e1bc0001f15cb2,browser,Chrome
5bf3761862e1bc0001f15cb2,age,36
5bf3761862e1bc0001f15cb2,age,Unspecified
5bf3761862e1bc0001f15cb2,sex,Male
5bf3761862e1bc0001f15cb2,visExperience,3
5bf3761862e1bc0001f15cb2,minutesToComplete,35
5bf3761862e1bc0001f15cb2,averageAccuracy,0.921875
5bf7511b0b616400019c7415,browser,Firefox
5bf7511b0b616400019c7415,age,41
5bf7511b0b616400019c7415,age,Masters
5bf7511b0b616400019c7415,sex,Male
5bf7511b0b616400019c7415,visExperience,2
5bf7511b0b616400019c7415,minutesToComplete,34
5bf7511b0b616400019c7415,averageAccuracy,0.65625
5bf85ab2f2210900011995fc,browser,Firefox
5bf85ab2f2210900011995fc,age,24
5bf85ab2f2210900011995fc,age,Bachelors
5bf85ab2f2210900011995fc,sex,Male
5bf85ab2f2210900011995fc,visExperience,3
5bf85ab2f2210900011995fc,minutesToComplete,23
5bf85ab2f2210900011995fc,averageAccuracy,0.95625
5bfaed16e2562a0001ce0ff4,browser,Firefox
5bfaed16e2562a0001ce0ff4,age,41
5bfaed16e2562a0001ce0ff4,age,Masters
5bfaed16e2562a0001ce0ff4,sex,Male
5bfaed16e2562a0001ce0ff4,visExperience,3
5bfaed16e2562a0001ce0ff4,minutesToComplete,92
5bfaed16e2562a0001ce0ff4,averageAccuracy,0.765625
5bfbf8f326e31d000104a6d3,browser,Chrome
5bfbf8f326e31d000104a6d3,age,21
5bfbf8f326e31d000104a6d3,age,Bachelors
5bfbf8f326e31d000104a6d3,sex,Male
5bfbf8f326e31d000104a6d3,visExperience,1
5bfbf8f326e31d000104a6d3,minutesToComplete,32
5bfbf8f326e31d000104a6d3,averageAccuracy,0.421875
5bfd81fb2feab400014d9060,browser,Chrome
5bfd81fb2feab400014d9060,age,45
5bfd81fb2feab400014d9060,age,Bachelors
5bfd81fb2feab400014d9060,sex,Male
5bfd81fb2feab400014d9060,visExperience,4
5bfd81fb2feab400014d9060,minutesToComplete,33
5bfd81fb2feab400014d9060,averageAccuracy,0.76875
5bfda58206c0910001be3d14,browser,Chrome
5bfda58206c0910001be3d14,age,23
5bfda58206c0910001be3d14,age,High School
5bfda58206c0910001be3d14,sex,Male
5bfda58206c0910001be3d14,visExperience,4
5bfda58206c0910001be3d14,minutesToComplete,35
5bfda58206c0910001be3d14,averageAccuracy,0.89375
5c006fd6d5b5b60001318dd8,browser,Chrome
5c006fd6d5b5b60001318dd8,age,22
5c006fd6d5b5b60001318dd8,age,Bachelors
5c006fd6d5b5b60001318dd8,sex,Female
5c006fd6d5b5b60001318dd8,visExperience,3
5c006fd6d5b5b60001318dd8,minutesToComplete,41
5c006fd6d5b5b60001318dd8,averageAccuracy,0.578125
5c029ef655614800012b1c7e,browser,Chrome
5c029ef655614800012b1c7e,age,23
5c029ef655614800012b1c7e,age,Bachelors
5c029ef655614800012b1c7e,sex,Male
5c029ef655614800012b1c7e,visExperience,3
5c029ef655614800012b1c7e,minutesToComplete,44
5c029ef655614800012b1c7e,averageAccuracy,0.90625
5c0333c84e1b7b00016a83fd,browser,Chrome
5c0333c84e1b7b00016a83fd,age,20
5c0333c84e1b7b00016a83fd,age,High School
5c0333c84e1b7b00016a83fd,sex,Male
5c0333c84e1b7b00016a83fd,visExperience,4
5c0333c84e1b7b00016a83fd,minutesToComplete,44
5c0333c84e1b7b00016a83fd,averageAccuracy,0.8489583333333334
5c06b3f64a2b7b0001c3c185,browser,Chrome
5c06b3f64a2b7b0001c3c185,age,34
5c06b3f64a2b7b0001c3c185,age,Bachelors
5c06b3f64a2b7b0001c3c185,sex,Female
5c06b3f64a2b7b0001c3c185,visExperience,4
5c06b3f64a2b7b0001c3c185,minutesToComplete,41
5c06b3f64a2b7b0001c3c185,averageAccuracy,0.984375
5c071ea87967600001637beb,browser,Chrome
5c071ea87967600001637beb,age,30
5c071ea87967600001637beb,age,Bachelors
5c071ea87967600001637beb,sex,Female
5c071ea87967600001637beb,visExperience,6
5c071ea87967600001637beb,minutesToComplete,41
5c071ea87967600001637beb,averageAccuracy,0.8
5c0e2e9e26085900013a6b07,browser,Chrome
5c0e2e9e26085900013a6b07,age,28
5c0e2e9e26085900013a6b07,age,Bachelors
5c0e2e9e26085900013a6b07,sex,Male
5c0e2e9e26085900013a6b07,visExperience,3
5c0e2e9e26085900013a6b07,minutesToComplete,62
5c0e2e9e26085900013a6b07,averageAccuracy,0.75
5c0f111d52bf070001d27721,browser,Chrome
5c0f111d52bf070001d27721,age,20
5c0f111d52bf070001d27721,age,High School
5c0f111d52bf070001d27721,sex,Male
5c0f111d52bf070001d27721,visExperience,7
5c0f111d52bf070001d27721,minutesToComplete,34
5c0f111d52bf070001d27721,averageAccuracy,0.9270833333333334
5c1053202b16ba0001c86317,browser,Chrome
5c1053202b16ba0001c86317,age,34
5c1053202b16ba0001c86317,age,Bachelors
5c1053202b16ba0001c86317,sex,Male
5c1053202b16ba0001c86317,visExperience,1
5c1053202b16ba0001c86317,minutesToComplete,30
5c1053202b16ba0001c86317,averageAccuracy,0.75
5c10a81511fe9a00013ce2ae,browser,Firefox
5c10a81511fe9a00013ce2ae,age,57
5c10a81511fe9a00013ce2ae,age,Bachelors
5c10a81511fe9a00013ce2ae,sex,Male
5c10a81511fe9a00013ce2ae,visExperience,4
5c10a81511fe9a00013ce2ae,minutesToComplete,18
5c10a81511fe9a00013ce2ae,averageAccuracy,0.78125
5c1c157f77936700018284b7,browser,Chrome
5c1c157f77936700018284b7,age,32
5c1c157f77936700018284b7,age,Bachelors
5c1c157f77936700018284b7,sex,Female
5c1c157f77936700018284b7,visExperience,4
5c1c157f77936700018284b7,minutesToComplete,36
5c1c157f77936700018284b7,averageAccuracy,0.9375
5c1ea6c7fd66f5000182f61b,browser,Chrome
5c1ea6c7fd66f5000182f61b,age,25
5c1ea6c7fd66f5000182f61b,age,Masters
5c1ea6c7fd66f5000182f61b,sex,Male
5c1ea6c7fd66f5000182f61b,visExperience,5
5c1ea6c7fd66f5000182f61b,minutesToComplete,33
5c1ea6c7fd66f5000182f61b,averageAccuracy,0.95625
5c1fa4312c45d40001479abf,browser,Chrome
5c1fa4312c45d40001479abf,age,23
5c1fa4312c45d40001479abf,age,High School
5c1fa4312c45d40001479abf,sex,Male
5c1fa4312c45d40001479abf,visExperience,6
5c1fa4312c45d40001479abf,minutesToComplete,23
5c1fa4312c45d40001479abf,averageAccuracy,0.96875
5c23396210677f0001dae38b,browser,Firefox
5c23396210677f0001dae38b,age,20
5c23396210677f0001dae38b,age,High School
5c23396210677f0001dae38b,sex,Male
5c23396210677f0001dae38b,visExperience,6
5c23396210677f0001dae38b,minutesToComplete,61
5c23396210677f0001dae38b,averageAccuracy,0.6927083333333334
5c258d9a3217420001e6bdf4,browser,Chrome
5c258d9a3217420001e6bdf4,age,36
5c258d9a3217420001e6bdf4,age,High School
5c258d9a3217420001e6bdf4,sex,Male
5c258d9a3217420001e6bdf4,visExperience,1
5c258d9a3217420001e6bdf4,minutesToComplete,50
5c258d9a3217420001e6bdf4,averageAccuracy,0.75
5c26722910677f0001db8250,browser,Chrome
5c26722910677f0001db8250,age,30
5c26722910677f0001db8250,age,High School
5c26722910677f0001db8250,sex,Female
5c26722910677f0001db8250,visExperience,1
5c26722910677f0001db8250,minutesToComplete,66
5c26722910677f0001db8250,averageAccuracy,0.35
5c27b2157e42a600015bf8ef,browser,Chrome
5c27b2157e42a600015bf8ef,age,19
5c27b2157e42a600015bf8ef,age,High School
5c27b2157e42a600015bf8ef,sex,Male
5c27b2157e42a600015bf8ef,visExperience,2
5c27b2157e42a600015bf8ef,minutesToComplete,52
5c27b2157e42a600015bf8ef,averageAccuracy,0.84375
5c2c888df42a780001468c5f,browser,Chrome
5c2c888df42a780001468c5f,age,41
5c2c888df42a780001468c5f,age,Masters
5c2c888df42a780001468c5f,sex,Male
5c2c888df42a780001468c5f,visExperience,5
5c2c888df42a780001468c5f,minutesToComplete,70
5c2c888df42a780001468c5f,averageAccuracy,0.58125
5c32748a867f660001b0abf7,browser,Chrome
5c32748a867f660001b0abf7,age,18
5c32748a867f660001b0abf7,age,High School
5c32748a867f660001b0abf7,sex,Male
5c32748a867f660001b0abf7,visExperience,6
5c32748a867f660001b0abf7,minutesToComplete,54
5c32748a867f660001b0abf7,averageAccuracy,0.75
5c3388fa01439b0001a0adfe,browser,Chrome
5c3388fa01439b0001a0adfe,age,36
5c3388fa01439b0001a0adfe,age,Masters
5c3388fa01439b0001a0adfe,sex,Female
5c3388fa01439b0001a0adfe,visExperience,1
5c3388fa01439b0001a0adfe,minutesToComplete,38
5c3388fa01439b0001a0adfe,averageAccuracy,0.89375
5c3bba90a5cdf70001cba89f,browser,Chrome
5c3bba90a5cdf70001cba89f,age,21
5c3bba90a5cdf70001cba89f,age,High School
5c3bba90a5cdf70001cba89f,sex,Male
5c3bba90a5cdf70001cba89f,visExperience,2
5c3bba90a5cdf70001cba89f,minutesToComplete,47
5c3bba90a5cdf70001cba89f,averageAccuracy,0.8697916666666666
5c3d48955fd1050001a99364,browser,Chrome
5c3d48955fd1050001a99364,age,9
5c3d48955fd1050001a99364,age,High School
5c3d48955fd1050001a99364,sex,Female
5c3d48955fd1050001a99364,visExperience,1
5c3d48955fd1050001a99364,minutesToComplete,29
5c3d48955fd1050001a99364,averageAccuracy,0.5625
5c3dbae66d874c0001bda6d8,browser,Chrome
5c3dbae66d874c0001bda6d8,age,33
5c3dbae66d874c0001bda6d8,age,Bachelors
5c3dbae66d874c0001bda6d8,sex,Female
5c3dbae66d874c0001bda6d8,visExperience,5
5c3dbae66d874c0001bda6d8,minutesToComplete,35
5c3dbae66d874c0001bda6d8,averageAccuracy,0.859375
5c44b3fe1bbffd0001014286,browser,Chrome
5c44b3fe1bbffd0001014286,age,26
5c44b3fe1bbffd0001014286,age,Masters
5c44b3fe1bbffd0001014286,sex,Male
5c44b3fe1bbffd0001014286,visExperience,4
5c44b3fe1bbffd0001014286,minutesToComplete,52
5c44b3fe1bbffd0001014286,averageAccuracy,0.5625
5c4624f777451600015279c7,browser,Chrome
5c4624f777451600015279c7,age,31
5c4624f777451600015279c7,age,Bachelors
5c4624f777451600015279c7,sex,Male
5c4624f777451600015279c7,visExperience,3
5c4624f777451600015279c7,minutesToComplete,27
5c4624f777451600015279c7,averageAccuracy,0.96875
5c483549929090000168686d,browser,Chrome
5c483549929090000168686d,age,31
5c483549929090000168686d,age,High School
5c483549929090000168686d,sex,Male
5c483549929090000168686d,visExperience,4
5c483549929090000168686d,minutesToComplete,50
5c483549929090000168686d,averageAccuracy,0.28125
5c4a45dda8c31a000141a752,browser,Chrome
5c4a45dda8c31a000141a752,age,20
5c4a45dda8c31a000141a752,age,High School
5c4a45dda8c31a000141a752,sex,Female
5c4a45dda8c31a000141a752,visExperience,5
5c4a45dda8c31a000141a752,minutesToComplete,35
5c4a45dda8c31a000141a752,averageAccuracy,0.8125
5c4ea7c3889752000156ddc5,browser,Chrome
5c4ea7c3889752000156ddc5,age,22
5c4ea7c3889752000156ddc5,age,High School
5c4ea7c3889752000156ddc5,sex,Male
5c4ea7c3889752000156ddc5,visExperience,1
5c4ea7c3889752000156ddc5,minutesToComplete,58
5c4ea7c3889752000156ddc5,averageAccuracy,0.628125
5c4f5967aac8be0001716a65,browser,Chrome
5c4f5967aac8be0001716a65,age,28
5c4f5967aac8be0001716a65,age,Bachelors
5c4f5967aac8be0001716a65,sex,Male
5c4f5967aac8be0001716a65,visExperience,4
5c4f5967aac8be0001716a65,minutesToComplete,49
5c4f5967aac8be0001716a65,averageAccuracy,0.78125
5c5108e39c016f0001f53d82,browser,Firefox
5c5108e39c016f0001f53d82,age,41
5c5108e39c016f0001f53d82,age,Bachelors
5c5108e39c016f0001f53d82,sex,Male
5c5108e39c016f0001f53d82,visExperience,4
5c5108e39c016f0001f53d82,minutesToComplete,40
5c5108e39c016f0001f53d82,averageAccuracy,0.75
5c525174453ce60001aeb4f2,browser,Chrome
5c525174453ce60001aeb4f2,age,21
5c525174453ce60001aeb4f2,age,High School
5c525174453ce60001aeb4f2,sex,Male
5c525174453ce60001aeb4f2,visExperience,1
5c525174453ce60001aeb4f2,minutesToComplete,60
5c525174453ce60001aeb4f2,averageAccuracy,0.859375
5c54fdde68c74d00013d237e,browser,Chrome
5c54fdde68c74d00013d237e,age,25
5c54fdde68c74d00013d237e,age,Bachelors
5c54fdde68c74d00013d237e,sex,Female
5c54fdde68c74d00013d237e,visExperience,2
5c54fdde68c74d00013d237e,minutesToComplete,37
5c54fdde68c74d00013d237e,averageAccuracy,0.953125
5c55a5d2318c6b000118fc36,browser,Firefox
5c55a5d2318c6b000118fc36,age,25
5c55a5d2318c6b000118fc36,age,Unspecified
5c55a5d2318c6b000118fc36,sex,Female
5c55a5d2318c6b000118fc36,visExperience,4
5c55a5d2318c6b000118fc36,minutesToComplete,51
5c55a5d2318c6b000118fc36,averageAccuracy,0.75
5c55fec09fcbc40001dc50b5,browser,Chrome
5c55fec09fcbc40001dc50b5,age,43
5c55fec09fcbc40001dc50b5,age,High School
5c55fec09fcbc40001dc50b5,sex,Male
5c55fec09fcbc40001dc50b5,visExperience,4
5c55fec09fcbc40001dc50b5,minutesToComplete,53
5c55fec09fcbc40001dc50b5,averageAccuracy,0.890625
5c579b1191c0ad0001cfd373,browser,Chrome
5c579b1191c0ad0001cfd373,age,31
5c579b1191c0ad0001cfd373,age,Bachelors
5c579b1191c0ad0001cfd373,sex,Male
5c579b1191c0ad0001cfd373,visExperience,5
5c579b1191c0ad0001cfd373,minutesToComplete,23
5c579b1191c0ad0001cfd373,averageAccuracy,0.8
5c589d2b9fcbc40001dcbce9,browser,Chrome
5c589d2b9fcbc40001dcbce9,age,23
5c589d2b9fcbc40001dcbce9,age,High School
5c589d2b9fcbc40001dcbce9,sex,Male
5c589d2b9fcbc40001dcbce9,visExperience,4
5c589d2b9fcbc40001dcbce9,minutesToComplete,52
5c589d2b9fcbc40001dcbce9,averageAccuracy,0.78125
5c5923bbe9813700018b199e,browser,Firefox
5c5923bbe9813700018b199e,age,35
5c5923bbe9813700018b199e,age,Bachelors
5c5923bbe9813700018b199e,sex,Female
5c5923bbe9813700018b199e,visExperience,2
5c5923bbe9813700018b199e,minutesToComplete,34
5c5923bbe9813700018b199e,averageAccuracy,0.78125
5c5ac2869d974300015d81fc,browser,Chrome
5c5ac2869d974300015d81fc,age,32
5c5ac2869d974300015d81fc,age,Bachelors
5c5ac2869d974300015d81fc,sex,Male
5c5ac2869d974300015d81fc,visExperience,4
5c5ac2869d974300015d81fc,minutesToComplete,40
5c5ac2869d974300015d81fc,averageAccuracy,0.83125
5c5c78b67ba8710001f5cc17,browser,Chrome
5c5c78b67ba8710001f5cc17,age,30
5c5c78b67ba8710001f5cc17,age,Bachelors
5c5c78b67ba8710001f5cc17,sex,Female
5c5c78b67ba8710001f5cc17,visExperience,5
5c5c78b67ba8710001f5cc17,minutesToComplete,32
5c5c78b67ba8710001f5cc17,averageAccuracy,0.8625
5c5d09991bca630001ea7cb5,browser,Chrome
5c5d09991bca630001ea7cb5,age,21
5c5d09991bca630001ea7cb5,age,Unspecified
5c5d09991bca630001ea7cb5,sex,Male
5c5d09991bca630001ea7cb5,visExperience,3
5c5d09991bca630001ea7cb5,minutesToComplete,51
5c5d09991bca630001ea7cb5,averageAccuracy,0.76875
5c636850bad3560001c2749e,browser,Chrome
5c636850bad3560001c2749e,age,33
5c636850bad3560001c2749e,age,High School
5c636850bad3560001c2749e,sex,Male
5c636850bad3560001c2749e,visExperience,5
5c636850bad3560001c2749e,minutesToComplete,43
5c636850bad3560001c2749e,averageAccuracy,0.703125
5c645a30626f410001ac8bba,browser,Firefox
5c645a30626f410001ac8bba,age,36
5c645a30626f410001ac8bba,age,High School
5c645a30626f410001ac8bba,sex,Male
5c645a30626f410001ac8bba,visExperience,1
5c645a30626f410001ac8bba,minutesToComplete,58
5c645a30626f410001ac8bba,averageAccuracy,0.96875
5c665e1948985d0001f09675,browser,Chrome
5c665e1948985d0001f09675,age,32
5c665e1948985d0001f09675,age,Masters
5c665e1948985d0001f09675,sex,Male
5c665e1948985d0001f09675,visExperience,6
5c665e1948985d0001f09675,minutesToComplete,48
5c665e1948985d0001f09675,averageAccuracy,0.75
5c671a76085e6a0001fed1bc,browser,Chrome
5c671a76085e6a0001fed1bc,age,22
5c671a76085e6a0001fed1bc,age,Bachelors
5c671a76085e6a0001fed1bc,sex,Male
5c671a76085e6a0001fed1bc,visExperience,4
5c671a76085e6a0001fed1bc,minutesToComplete,48
5c671a76085e6a0001fed1bc,averageAccuracy,0.84375
5c6a18c59b800500017093cc,browser,Chrome
5c6a18c59b800500017093cc,age,18
5c6a18c59b800500017093cc,age,High School
5c6a18c59b800500017093cc,sex,Male
5c6a18c59b800500017093cc,visExperience,5
5c6a18c59b800500017093cc,minutesToComplete,20
5c6a18c59b800500017093cc,averageAccuracy,0.8625
5c6d8ead5c64b60001f37b5e,browser,Netscape
5c6d8ead5c64b60001f37b5e,age,21
5c6d8ead5c64b60001f37b5e,age,High School
5c6d8ead5c64b60001f37b5e,sex,Female
5c6d8ead5c64b60001f37b5e,visExperience,2
5c6d8ead5c64b60001f37b5e,minutesToComplete,48
5c6d8ead5c64b60001f37b5e,averageAccuracy,0.753125
5c770e63a2b09c0001a821cc,browser,Chrome
5c770e63a2b09c0001a821cc,age,18
5c770e63a2b09c0001a821cc,age,High School
5c770e63a2b09c0001a821cc,sex,Male
5c770e63a2b09c0001a821cc,visExperience,4
5c770e63a2b09c0001a821cc,minutesToComplete,50
5c770e63a2b09c0001a821cc,averageAccuracy,0.71875
5c7e7d92274125000179f2f0,browser,Chrome
5c7e7d92274125000179f2f0,age,34
5c7e7d92274125000179f2f0,age,Masters
5c7e7d92274125000179f2f0,sex,Male
5c7e7d92274125000179f2f0,visExperience,5
5c7e7d92274125000179f2f0,minutesToComplete,90
5c7e7d92274125000179f2f0,averageAccuracy,0.90625
5c7ead380ce9a10016fb5ebf,browser,Chrome
5c7ead380ce9a10016fb5ebf,age,19
5c7ead380ce9a10016fb5ebf,age,High School
5c7ead380ce9a10016fb5ebf,sex,Male
5c7ead380ce9a10016fb5ebf,visExperience,4
5c7ead380ce9a10016fb5ebf,minutesToComplete,27
5c7ead380ce9a10016fb5ebf,averageAccuracy,0.6875
5c7f97a9fd5b410017649767,browser,Chrome
5c7f97a9fd5b410017649767,age,22
5c7f97a9fd5b410017649767,age,Bachelors
5c7f97a9fd5b410017649767,sex,Male
5c7f97a9fd5b410017649767,visExperience,5
5c7f97a9fd5b410017649767,minutesToComplete,28
5c7f97a9fd5b410017649767,averageAccuracy,0.8125
5c8249a1fff8430014e992fe,browser,Chrome
5c8249a1fff8430014e992fe,age,29
5c8249a1fff8430014e992fe,age,Bachelors
5c8249a1fff8430014e992fe,sex,Female
5c8249a1fff8430014e992fe,visExperience,2
5c8249a1fff8430014e992fe,minutesToComplete,40
5c8249a1fff8430014e992fe,averageAccuracy,0.6697916666666667
5c82c9a4d8302a00010639b8,browser,Chrome
5c82c9a4d8302a00010639b8,age,28
5c82c9a4d8302a00010639b8,age,Bachelors
5c82c9a4d8302a00010639b8,sex,Male
5c82c9a4d8302a00010639b8,visExperience,6
5c82c9a4d8302a00010639b8,minutesToComplete,40
5c82c9a4d8302a00010639b8,averageAccuracy,0.609375
5c83c444b5bfcb00135af499,browser,Chrome
5c83c444b5bfcb00135af499,age,22
5c83c444b5bfcb00135af499,age,High School
5c83c444b5bfcb00135af499,sex,Male
5c83c444b5bfcb00135af499,visExperience,3
5c83c444b5bfcb00135af499,minutesToComplete,38
5c83c444b5bfcb00135af499,averageAccuracy,0.84375
5c89870b9cef4f0001a1a295,browser,Firefox
5c89870b9cef4f0001a1a295,age,26
5c89870b9cef4f0001a1a295,age,High School
5c89870b9cef4f0001a1a295,sex,Male
5c89870b9cef4f0001a1a295,visExperience,3
5c89870b9cef4f0001a1a295,minutesToComplete,26
5c89870b9cef4f0001a1a295,averageAccuracy,0.75
5c898a38f7ab04000142af4c,browser,Chrome
5c898a38f7ab04000142af4c,age,24
5c898a38f7ab04000142af4c,age,Bachelors
5c898a38f7ab04000142af4c,sex,Male
5c898a38f7ab04000142af4c,visExperience,5
5c898a38f7ab04000142af4c,minutesToComplete,35
5c898a38f7ab04000142af4c,averageAccuracy,0.96875
5c8acbbb0de08f00136e4405,browser,Firefox
