id,taskId,visType,event
5cf2d589239c60001a088f03,S-task05,adjMatrix,search
5cf2d589239c60001a088f03,S-task05,adjMatrix,sort
5cf2d589239c60001a088f03,S-task05,adjMatrix,sort
5cf2d589239c60001a088f03,S-task05,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task05,adjMatrix,attrRow
5cf2d589239c60001a088f03,S-task05,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task05,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task06,adjMatrix,search
5cf2d589239c60001a088f03,S-task06,adjMatrix,sort
5cf2d589239c60001a088f03,S-task06,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task06,adjMatrix,attrRow
5cf2d589239c60001a088f03,S-task06,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task06,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task15,adjMatrix,search
5cf2d589239c60001a088f03,S-task15,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task15,adjMatrix,sort
5cf2d589239c60001a088f03,S-task15,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task15,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task15,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task15,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task11,adjMatrix,search
5cf2d589239c60001a088f03,S-task11,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,sort
5cf2d589239c60001a088f03,S-task11,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task11,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task11,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task02,adjMatrix,sort
5cf2d589239c60001a088f03,S-task02,adjMatrix,attrRow
5cf2d589239c60001a088f03,S-task02,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task02,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task08,adjMatrix,search
5cf2d589239c60001a088f03,S-task08,adjMatrix,search
5cf2d589239c60001a088f03,S-task08,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task08,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task08,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task08,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,sort
5cf2d589239c60001a088f03,S-task08,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task08,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task08,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task08,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task10,adjMatrix,search
5cf2d589239c60001a088f03,S-task10,adjMatrix,sort
5cf2d589239c60001a088f03,S-task10,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task10,adjMatrix,sort
5cf2d589239c60001a088f03,S-task10,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task10,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task10,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task10,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task10,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task12,adjMatrix,search
5cf2d589239c60001a088f03,S-task12,adjMatrix,clear
5cf2d589239c60001a088f03,S-task12,adjMatrix,search
5cf2d589239c60001a088f03,S-task12,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task12,adjMatrix,sort
5cf2d589239c60001a088f03,S-task12,adjMatrix,sort
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,cell
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,attrRow
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task12,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task12,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task12,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task12,adjMatrix,rowLabel
5cf2d589239c60001a088f03,S-task12,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task07,adjMatrix,search
5cf2d589239c60001a088f03,S-task07,adjMatrix,sort
5cf2d589239c60001a088f03,S-task07,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task07,adjMatrix,sort
5cf2d589239c60001a088f03,S-task07,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task07,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task14,adjMatrix,search
5cf2d589239c60001a088f03,S-task14,adjMatrix,search
5cf2d589239c60001a088f03,S-task14,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task14,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task14,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task14,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task01,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task01,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task13,adjMatrix,search
5cf2d589239c60001a088f03,S-task13,adjMatrix,search
5cf2d589239c60001a088f03,S-task13,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task13,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task13,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task13,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task04,adjMatrix,search
5cf2d589239c60001a088f03,S-task04,adjMatrix,sort
5cf2d589239c60001a088f03,S-task04,adjMatrix,colLabel
5cf2d589239c60001a088f03,S-task04,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task04,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task04,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task04,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task04,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task09,adjMatrix,search
5cf2d589239c60001a088f03,S-task09,adjMatrix,search
5cf2d589239c60001a088f03,S-task09,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task03,adjMatrix,sort
5cf2d589239c60001a088f03,S-task03,adjMatrix,answerBox
5cf2d589239c60001a088f03,S-task03,adjMatrix,Finished Task
5cf2d589239c60001a088f03,S-task16,adjMatrix,sort
5cf2d589239c60001a088f03,S-task16,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task10,adjMatrix,search
58c84d506d1c600001a09319,S-task10,adjMatrix,sort
58c84d506d1c600001a09319,S-task10,adjMatrix,sort
58c84d506d1c600001a09319,S-task10,adjMatrix,sort
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task10,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task10,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task10,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task12,adjMatrix,search
58c84d506d1c600001a09319,S-task12,adjMatrix,sort
58c84d506d1c600001a09319,S-task12,adjMatrix,sort
58c84d506d1c600001a09319,S-task12,adjMatrix,search
58c84d506d1c600001a09319,S-task12,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task12,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task12,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task12,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task04,adjMatrix,search
58c84d506d1c600001a09319,S-task04,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task04,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task04,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task02,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task02,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task02,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task02,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task01,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task01,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task14,adjMatrix,search
58c84d506d1c600001a09319,S-task14,adjMatrix,sort
58c84d506d1c600001a09319,S-task14,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task14,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task14,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task14,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task15,adjMatrix,search
58c84d506d1c600001a09319,S-task15,adjMatrix,sort
58c84d506d1c600001a09319,S-task15,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task15,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task09,adjMatrix,search
58c84d506d1c600001a09319,S-task09,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task03,adjMatrix,sort
58c84d506d1c600001a09319,S-task03,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task03,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task03,adjMatrix,cell
58c84d506d1c600001a09319,S-task03,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task03,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task08,adjMatrix,search
58c84d506d1c600001a09319,S-task08,adjMatrix,rowLabel
58c84d506d1c600001a09319,S-task08,adjMatrix,search
58c84d506d1c600001a09319,S-task08,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task08,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task08,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task06,adjMatrix,search
58c84d506d1c600001a09319,S-task06,adjMatrix,cell
58c84d506d1c600001a09319,S-task06,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task06,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task11,adjMatrix,search
58c84d506d1c600001a09319,S-task11,adjMatrix,rowLabel
58c84d506d1c600001a09319,S-task11,adjMatrix,sort
58c84d506d1c600001a09319,S-task11,adjMatrix,sort
58c84d506d1c600001a09319,S-task11,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task11,adjMatrix,attrRow
58c84d506d1c600001a09319,S-task11,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task11,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task11,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task05,adjMatrix,search
58c84d506d1c600001a09319,S-task05,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task05,adjMatrix,sort
58c84d506d1c600001a09319,S-task05,adjMatrix,sort
58c84d506d1c600001a09319,S-task05,adjMatrix,sort
58c84d506d1c600001a09319,S-task05,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task05,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task13,adjMatrix,search
58c84d506d1c600001a09319,S-task13,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task13,adjMatrix,search
58c84d506d1c600001a09319,S-task13,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task13,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task13,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task07,adjMatrix,search
58c84d506d1c600001a09319,S-task07,adjMatrix,colLabel
58c84d506d1c600001a09319,S-task07,adjMatrix,sort
58c84d506d1c600001a09319,S-task07,adjMatrix,sort
58c84d506d1c600001a09319,S-task07,adjMatrix,sort
58c84d506d1c600001a09319,S-task07,adjMatrix,answerBox
58c84d506d1c600001a09319,S-task07,adjMatrix,Finished Task
58c84d506d1c600001a09319,S-task16,adjMatrix,sort
58c84d506d1c600001a09319,S-task16,adjMatrix,rowLabel
58c84d506d1c600001a09319,S-task16,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task08,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task07,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task07,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task07,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task07,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task11,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task01,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task01,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task10,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task13,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task13,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task13,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task13,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task13,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,attrRow
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task12,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task06,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task06,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task06,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task06,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task03,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task03,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task14,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,cell
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task05,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task15,adjMatrix,search
5bb279805a4ee80001c39a8c,S-task15,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task15,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task09,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task09,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task09,adjMatrix,Finished Task
5bb279805a4ee80001c39a8c,S-task04,adjMatrix,rowLabel
5bb279805a4ee80001c39a8c,S-task04,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task04,adjMatrix,answerBox
5bb279805a4ee80001c39a8c,S-task04,adjMatrix,answerBox
